Id,Name,FIGI,Ticker
2009,Трубная Металлургическая Компания,BBG004TC84Z8,TRMK
2010,Allegiant Travel Co,BBG000LJS6B8,ALGT
2011,Howmet Aerospace,BBG00DYNJGH9,HWM
2012,Ford,BBG000BQPC32,F
2013,MAXIMUS Inc,BBG000BC5WJ4,MMS
2014,China Southern Airlines,BBG000BXQ7R1,ZNH
2015,Aon PLC,BBG000BC15S7,AON
2016,Cboe Global Markets Inc,BBG000QH56C1,CBOE
2017,Select Energy Services Inc,BBG00G4Y2DC1,WTTR
2018,Arthur J. Gallagher & Co,BBG000BBHXQ3,AJG
2019,Semtech Corp,BBG000DBKR53,SMTC
2020,МРСК Центра и Приволжья,BBG000VG1034,MRKP
2021,AAR Corp,BBG000BBGQF1,AIR
2022,Veritiv Corp,BBG005XZHR97,VRTV
2023,United Parcel Service,BBG000L9CV04,UPS
2024,Taiwan Semiconductor Manufacturing,BBG000BD8ZK0,TSM
2025,New Jersey Resources Corp,BBG000BPZVW9,NJR
2026,UDR REIT,BBG000C41023,UDR
2027,TCR2 Therapeutics Inc,BBG00FH3FM15,TCRR
2028,Российские сети,BBG004S682J4,RSTI
2029,Quidel Corp,BBG000C6GN04,QDEL
2030,JD.com,BBG005YHY0Q7,JD
2031,HCA Healthcare,BBG000QW7VC1,HCA
2032,Discovery Communications (C),BBG000VMWHH5,DISCK
2033,CVS Health Corporation,BBG000BGRY34,CVS
2034,Barrett Business Services Inc,BBG000BHJSC4,BBSI
2035,Newfield Exploration,BBG000BK6G19,NFX
2036,McDonald’s,BBG000BNSZP1,MCD
2037,РБК,BBG001DJNR51,RBCM
2038,ONEOK,BBG000BQHGR6,OKE
2039,Semiconductor Manufacturing,BBG000LBQM77,SMI
2040,Nexstar Media Group Inc,BBG000DZJVH0,NXST
2041,American States Water Co,BBG000F964B6,AWR
2042,SiteOne Landscape Supply Inc,BBG009T22D49,SITE
2043,Kennametal Inc,BBG000BMWKC5,KMT
2044,FleetCor Technologies Inc,BBG000GPXKX9,FLT
2045,Terminix Global Holdings,BBG002WMH2F2,TMX
2046,Cerner,BBG000BFDLV8,CERN
2047,Crown Castle REIT,BBG000FV1Z23,CCI
2048,Crown Holdings Inc,BBG000BF6756,CCK
2049,Ubiquiti Inc,BBG001R72SR9,UI
2050,AMC Networks Inc,BBG000H01H92,AMCX
2051,McKesson,BBG000DYGNW7,MCK
2052,DuPont de Nemours Inc,BBG00BN961G4,DD
2053,Churchill Downs Inc,BBG000BGXMG9,CHDN
2054,PayPal Holdings,BBG0077VNXV6,PYPL
2055,Crane Co,BBG000BG7423,CR
2056,Robert Half,BBG000BS5DR2,RHI
2057,Rogers Corp,BBG000BS9HN3,ROG
2058,Integra LifeSciences Holdings,BBG000BZJQL8,IART
2059,Neurocrine Biosciences Inc,BBG000GJS7C1,NBIX
2060,Вторая генерирующая компания оптового рынка электроэнергии,BBG000RK52V1,OGKB
2061,Biglari Holdings Inc,BBG00JPRDQH1,BH
2062,Rockwell Automation,BBG000BBCDZ2,ROK
2063,Trex Co Inc,BBG000BTGKK9,TREX
2064,Axon Enterprise Inc,BBG000BHJWG1,AXON
2065,Agilent Technologies,BBG000C2V3D6,A
2066,Raytheon Technologies,BBG000BW8S60,RTX
2067,Westlake Chemical,BBG000PXZFW2,WLK
2068,Caterpillar,BBG000BF0K17,CAT
2069,Winnebago Industries Inc,BBG000BWS3F3,WGO
2070,Maxim Integrated Products Inc,BBG000BPNP00,MXIM
2071,Navient,BBG004MN1R41,NAVI
2072,Башнефть,BBG004S68758,BANE
2073,Sotheby's,BBG000BD6GP9,BID
2074,Seagen Inc.,BBG000BH0FR6,SGEN
2075,MTS Systems Corp,BBG000BPL8G3,MTSC
2076,Starbucks Corporation,BBG000CTQBF3,SBUX
2077,Belden Inc,BBG000Q4XNV1,BDC
2078,RH,BBG002293PJ4,RH
2079,Xylem,BBG001D8R5D0,XYL
2080,InterDigItal Inc,BBG000HLJ7M4,IDCC
2081,Amedisys Inc,BBG000B9ZV28,AMED
2082,Progressive,BBG000BR37X2,PGR
