Id,Name,FIGI,Ticker
987,Avon Products,BBG000BCNYT9,AVP
988,Livent Corporation,BBG00LV3NRG0,LTHM
989,Franklin Resources,BBG000BD0TF8,BEN
990,Hologic,BBG000C3NTN5,HOLX
991,Центральный Телеграф - акции привилегированные,BBG0027F0Y27,CNTLP
992,TransDigm,BBG000L8CBX4,TDG
993,Alleghany Corp,BBG000BX6BJ3,Y
994,МРСК Центра,BBG000VH7TZ8,MRKC
995,KLA-Tencor,BBG000BMTFR4,KLAC
996,Prudential Financial,BBG000HCJMF9,PRU
997,Gossamer Bio Inc,BBG00MVWLLM2,GOSS
998,Diodes Inc,BBG000G25P51,DIOD
999,Jones Lang LaSalle Inc,BBG000C2L2L0,JLL
1000,Cintas,BBG000H3YXF8,CTAS
1001,Alphabet Class C,BBG009S3NB30,GOOG
1002,Dollar Tree,BBG000BSC0K9,DLTR
1003,Activision Blizzard,BBG000CVWGS6,ATVI
1004,Columbus McKinnon Corp,BBG000BCWWV0,CMCO
1005,JM Smucker,BBG000BT1715,SJM
1006,Cooper Tire & Rubber Co,BBG000BGKXV2,CTB
1007,WEC Energy Group,BBG000BWP7D9,WEC
1008,NOW Inc,BBG005BLN209,DNOW
1009,Norfolk Southern,BBG000BQ5DS5,NSC
1010,Toll Brothers Inc,BBG000BVHBM1,TOL
1011,Columbia Sportswear Company,BBG000BKKQ84,COLM
1012,Dril-Quip Inc,BBG000BVDBY2,DRQ
1013,РусАгро,BBG007N0Z367,AGRO
1014,Under Armour (C),BBG009DTD8H2,UA
1015,Магнит,BBG004RVFCY3,MGNT
1016,PC Connection Inc,BBG000BX74M4,CNXN
1017,WEX Inc,BBG000BVZP59,WEX
1018,NetApp,BBG000FP1N32,NTAP
1019,Korea Electric Power,BBG000BCWG90,KEP
1020,iRhythm Technologies,BBG001J19V24,IRTC
1021,InsperIty Inc,BBG000BJ41X2,NSP
1022,Healthpeak Properties REIT,BBG000BKYDP9,PEAK
1023,Kimco Realty REIT,BBG000CN3S73,KIM
1024,American Express,BBG000BCQZS4,AXP
1025,Blackbaud Inc,BBG000BGGTW5,BLKB
1026,Акрон,BBG004S688G4,AKRN
1027,Brunswick Corp DE,BBG000BCWSS3,BC
1028,ManTech International Corp VA,BBG000BGF8B5,MANT
1029,ЭсЭфАй,BBG003LYCMB1,SFIN
1030,Micron Technology,BBG000C5Z1S3,MU
1031,Harley-Davidson,BBG000BKZTP3,HOG
1032,Generac Holdings Inc,BBG000PQ4W72,GNRC
1033,Red Hat,BBG000BWXL85,RHT
1034,Sinclair Broadcast Group Inc,BBG000F2XXP2,SBGI
1035,Cracker Barrel Old Country Sto,BBG000BF33K1,CBRL
1036,Dr Pepper,BBG002K6ZHC0,DPS
1037,Korn Ferry,BBG000C5QMB5,KFY
1038,Arrowhead Pharmaceuticals Inc,BBG000BRVKH0,ARWR
1039,Public Storage REIT,BBG000BPPN67,PSA
1040,Haemonetics Corp,BBG000C7TF41,HAE
1041,РуссНефть,BBG00F9XX7H4,RNFT
1042,Дагестанская энергосбытовая компания,BBG000LWVHN8,DASB
1043,Allakos Inc,BBG003QBJKN0,ALLK
1044,MYR Group Inc,BBG000BC7VW9,MYRG
1045,НКХП,BBG00BGKYH17,NKHP
1046,Teledyne Technologies Inc,BBG000BMT9T6,TDY
1047,Eli Lilly & Co,BBG000BNBDC2,LLY
1048,Lincoln Electric Holdings,BBG000BB72K8,LECO
1049,Tech Data Corp,BBG000BV2BR2,TECD
1050,Globe Life Inc,BBG000BVD6X4,GL
1051,United Rentals,BBG000BXMFC3,URI
1052,NewMarket Corp,BBG000BJ5SS8,NEU
1053,Мостотрест,BBG004S68DD6,MSTT
1054,Progress Software Corp,BBG000C4QP94,PRGS
1055,Switch Inc,BBG00HPDM5Z2,SWCH
1056,II-VI Inc,BBG000BLW102,IIVI
1057,US Foods Holding Corp,BBG00C6H6D40,USFD
1058,Cleveland-Cliffs,BBG000BFRF55,CLF
1059,GreenSky Inc,BBG00KT2SCV8,GSKY
1060,Anika Therapeutics Inc,BBG000BBKZD8,ANIK
1061,Juniper Networks,BBG000BY33P5,JNPR
1062,S&P Global,BBG000BP1Q11,SPGI
1063,Marathon Petroleum,BBG001DCCGR8,MPC
1064,51job,BBG000BJD1D4,JOBS
1065,ГТМ,BBG00HY6V6H5,GTRK
1066,Jacobs Engineering,BBG000BMFFQ0,J
1067,Mallinckrodt PLC,BBG002BHBHM1,MNK
1068,Genuine Parts,BBG000BKL348,GPC
1069,SP Plus Corp,BBG000BJ91B1,SP
1070,Энел Россия,BBG000F6YP24,ENRU
1071,Kimberly-Clark,BBG000BMW2Z0,KMB
1072,Dr. Reddy's Laboratories,BBG000NJ96L6,RDY
1073,МКБ,BBG009GSYN76,CBOM
1074,Proto Labs Inc,BBG000BT13B3,PRLB
1075,GILEAD,BBG000CKGBP2,GILD
1076,Adobe,BBG000BB5006,ADBE
1077,Weyerhaeuser REIT,BBG000BX3BL3,WY
1078,Городские Инновационные Технологии,BBG00B8NN386,GRNT
1079,Acacia Communications Inc,BBG00359HX70,ACIA
1080,Polymetal,BBG004PYF2N3,POLY
1081,American Woodmark Corp,BBG000BBX657,AMWD
1082,Costco Wholesale,BBG000F6H8W8,COST
1083,ДВМП,BBG000QF1Q17,FESH
1084,GMS Inc,BBG009Q036D0,GMS
1085,ТГК-1,BBG000QFH687,TGKA
1086,Noble Energy,BBG000BPT0C6,NBL
1087,Hexcel Corp,BBG000BLMDQ9,HXL
1088,Taylor Morrison Home Corp,BBG003PGJHP5,TMHC
1089,Edgewell Personal Care Co,BBG000BRW644,EPC
1090,TopBuild Corp,BBG0077VS2C0,BLD
1091,PepsiCo,BBG000DH7JK6,PEP
1092,PRA Health Sciences Inc,BBG007387YL8,PRAH
1093,Henry Schein,BBG000BNMMJ3,HSIC
1094,Carnival,BBG000BF6LY3,CCL
1095,Alnylam Pharmaceuticals Inc,BBG000BFGNJ5,ALNY
1096,Accenture,BBG000D9D830,ACN
1097,Comcast,BBG000BFT2L4,CMCSA
1098,RealPage Inc,BBG000CN5CJ3,RP
1099,Seagate,BBG000F0KF42,STX
1100,Wyndham Destinations,BBG000PV2L86,WYND
1101,United Airlines Holdings,BBG000M65M61,UAL
1102,Texas Instruments,BBG000BVV7G1,TXN
1103,Zimmer Biomet Holdings,BBG000BKPL53,ZBH
1104,Tapestry,BBG000BY29C7,TPR
1105,RPM International Inc,BBG000DCNK80,RPM
1106,Ferrari N.V.,BBG009PH3Q86,RACE
1107,Пермэнергосбыт,BBG000MZL0Y6,PMSB
1108,Tiffany & Co,BBG000BV75B7,TIF
1109,Delek US Holdings Inc,BBG00FZYFVC5,DK
1110,Nu Skin Enterprises Inc,BBG000HG21Y3,NUS
1111,Universal Health Services,BBG000CB8Q50,UHS
1112,JELD-WEN Holding Inc,BBG0019GM953,JELD
1113,SINA Corp China,BBG000CJZ2W6,SINA
1114,ResMed Inc,BBG000L4M7F1,RMD
1115,BJ's Restaurants Inc,BBG000H9LNX1,BJRI
1116,Tata Motors,BBG000PVGDH9,TTM
1117,Carpenter Technology Corp,BBG000BGCQT9,CRS
1118,Allergan,BBG000FH8PX5,AGN
1119,OSI Systems Inc,BBG000BWPR54,OSIS
1120,Gap,BBG000BKLH74,GPS
1121,SailPoint Technologies Holdings,BBG00J0BBZL0,SAIL
1122,WestRock,BBG008NXC572,WRK
1123,Standex International Corp,BBG000BTT5B8,SXI
1124,Калужская сбытовая компания,BBG000DBD6F6,KLSB
1125,Exact Sciences Corp,BBG000CWL0F5,EXAS
1126,Praxair,BBG000CGQ6M4,PX
1127,Thermo Fisher Scientific,BBG000BVDLH9,TMO
1128,LGI Homes Inc,BBG0056655S1,LGIH
1129,Bandwidth Inc,BBG001K003W2,BAND
1130,Kansas City Southern,BBG000BMZ7P7,KSU
1131,Booz Allen Hamilton,BBG000R2YFG7,BAH
1132,ОВК,BBG008HD3V85,UWGN
1133,Cognizant Technology Solutions,BBG000BBDV81,CTSH
1134,Anheuser-Busch InBev,BBG000RYC984,BUD
1135,Monster Beverage,BBG008NVB1C0,MNST
1136,Dow Inc,BBG00BN96922,DOW
1137,Discovery Communications (A),BBG000CHWP52,DISCA
1138,Gentherm Inc,BBG000BQLM34,THRM
1139,Ollie's Bargain Outlet Holding,BBG0098VVDT9,OLLI
1140,Stanley Black & Decker,BBG000BTQR96,SWK
1141,Cambrex Corp,BBG000C0XBT3,CBM
1142,Magellan Health Inc,BBG000BD6DD9,MGLN
1143,TJX,BBG000BV8DN6,TJX
1144,Martin Marietta Materials,BBG000BGYMH7,MLM
1145,Loews,BBG000C45984,L
1146,National Vision Holdings Inc,BBG00HVQF9K2,EYE
1147,Сургутнефтегаз,BBG0047315D0,SNGS
1148,Prologis REIT,BBG000B9Z0J8,PLD
1149,MarketAxess Holdings Inc,BBG000BJBZ23,MKTX
1150,Universal Display Corp,BBG000BLRP41,OLED
1151,Eastman Chemical Company,BBG000BLW530,EMN
1152,Sleep Number Corp,BBG000DM2BF3,SNBR
1153,Hilton,BBG0058KMH30,HLT
1154,Kroger,BBG000BMY992,KR
1155,Татнефть - привилегированные акции,BBG004S68829,TATNP
1156,Walgreens Boots Alliance,BBG000BWLMJ4,WBA
1157,Public Service Enterprise Group,BBG000BQZMH4,PEG
1158,Stryker,BBG000DN7P92,SYK
1159,Molson Coors Brewing,BBG000BS7KS3,TAP
1160,Microchip Technology,BBG000BHCP19,MCHP
1161,Live Nation Entertainment Inc,BBG000FQ7YR4,LYV
1162,Rockwell Collins,BBG000BN1XR3,COL
1163,MongoDB Inc,BBG0022FDRY8,MDB
1164,MSG Networks Inc,BBG000NS03H7,MSGN
1165,VF,BBG000BWCKB6,VFC
1166,Clean Harbors Inc,BBG000BFRRX8,CLH
1167,Scotts Miracle-Gro Co The,BBG000BT5PG5,SMG
1168,SolarWinds Corp,BBG00M1CKSK7,SWI
1169,TEGNA,BBG000BK5DP1,TGNA
1170,PPG Industries,BBG000BRJ809,PPG
1171,Granite Construction Inc,BBG000DVB833,GVA
1172,Church & Dwight,BBG000BFJT36,CHD
1173,Sinopec Shanghai Petrochemical,BBG000BHR1H9,SHI
1174,Five9 Inc,BBG001KHJM17,FIVN
1175,Telephone & Data Systems Inc,BBG000BV0VK7,TDS
1176,Мосэнерго,BBG004S687W8,MSNG
1177,DexCom Inc,BBG000QTF8K1,DXCM
1178,Premier Inc,BBG000G7QX50,PINC
1179,Intuitive Surgical,BBG000BJPDZ1,ISRG
1180,Белон,BBG000VQWH86,BLNG
1181,Hello Group,BBG007HTCQT0,MOMO
1182,Pure Storage Inc,BBG00212PVZ5,PSTG
1183,ГДР En+ Group,BBG00J5LMW10,ENPL
1184,ChampionX Corporation,BBG00JH9TZ56,CHX
1185,МРСК Юга,BBG000C7P5M7,MRKY
1186,Hershey,BBG000BLHRS2,HSY
1187,Обувь России,BBG001BBGNS2,ORUP
1188,Western Digital,BBG000BWNFZ9,WDC
1189,Meta Platforms,BBG000MM2P62,FB
1190,Dick's Sporting Goods Inc,BBG000F6ZWH2,DKS
1191,Huaneng Power International,BBG000BX5YM0,HNP
1192,Johnson & Johnson,BBG000BMHYD1,JNJ
1193,Iron Mountain REIT,BBG000KCZPC3,IRM
1194,Бурятзолото,BBG002B24058,BRZL
1195,SL Green Realty,BBG000BVP5P2,SLG
1196,Apache,BBG000BC2C10,APAold
1197,China Life Insurance,BBG000BBK4B9,LFC
1198,GCP Applied Technologies Inc,BBG0082W8Q12,GCP
1199,Группа Черкизово,BBG000RTHVK7,GCHE
1200,Dentsply Sirona,BBG000BX57K1,XRAY
1201,Michael Kors Holdings,BBGHUYNYA002,KORS
1202,Allegion,BBG003PS7JV1,ALLE
1203,William Lyon Homes,BBG003QD77Y6,WLH
1204,Healthcare Services Group Inc,BBG000BKYVF0,HCSG
1205,Trane Technologies,BBG000BM6788,TT
1206,Aaron's Inc,BBG000D9V7T4,AANold
1207,Illumina,BBG000DSMS70,ILMN
1208,HollyFrontier,BBG000BL9JQ1,HFC
1209,МРСК Сибири,BBG000VJMH65,MRKS
1210,General Mills,BBG000BKCFC2,GIS
1211,Abbott,BBG000B9ZXB4,ABT
1212,US Bancorp,BBG000FFDM15,USB
1213,Expeditors,BBG000BJ5GK2,EXPD
1214,Masimo Corporation,BBG000C3W281,MASI
1215,Concho Resources,BBG000R7RDB4,CXO
1216,Illinois Tool Works,BBG000BMBL90,ITW
1217,Spirit Airlines Inc,BBG000BF6RQ9,SAVE
1218,Sanderson Farms Inc,BBG000BSHJ96,SAFM
1219,Andersons Inc,BBG000BF8CN3,ANDE
1220,Regions Financial,BBG000Q3JN03,RF
1221,Emergent BioSolutions Inc,BBG000GW06J7,EBS
1222,Smartsheet Inc,BBG00GQK3WB5,SMAR
1223,Cactus Inc,BBG00JRH1P95,WHD
1224,Grand Canyon Education Inc,BBG000FV28W9,LOPE
1225,Hormel Foods,BBG000BLF8D2,HRL
1226,Central Garden & Pet Co,BBG000BFD605,CENT
1227,Assurant,BBG000BZX1N5,AIZ
1228,Селигдар,BBG002458LF8,SELG
1229,Vail Resorts Inc,BBG000BCMWM1,MTN
1230,Apartment Investment & Management REIT,BBG000DD3510,AIV
1231,Procter & Gamble,BBG000BR2TH3,PG
1232,National Oilwell Varco,BBG000BJX8C8,NOV
1233,Aluminum Corp of China,BBG000CMRVH1,ACH
1234,Best Buy Co.,BBG000BCWCG1,BBY
1235,Qualcomm,BBG000CGC1X8,QCOM
1236,IPG Photonics Corporation,BBG000DCGRL8,IPGP
1237,Allscripts Healthcare Solution,BBG000BLDXH5,MDRX
1238,Energy Transfer Partners, L.P.,BBG000BZMWY7,ETP
1239,Vicor Corp,BBG000C3VHF1,VICR
1240,Waste Management,BBG000BWVSR1,WM
1241,Citigroup,BBG000FY4S11,C
1242,Anaplan Inc,BBG002DZS299,PLAN
1243,China Eastern Airlines,BBG000BCFNR4,CEA
1244,CBRE Group,BBG000C04224,CBRE
1245,Garrett Motion Inc,BBG00HY28P97,GTX
1246,Natus Medical Inc,BBG000DPZHS3,NTUS
1247,Quotient Technology Inc,BBG001QYNR63,QUOT
1248,Legacy Housing Corp,BBG00MJDR6J9,LEGH
1249,Domtar Corp,BBG000BHFHP8,UFS
1250,TechnipFMC,BBG00DL8NMV2,FTI
1251,First Solar,BBG000BFL116,FSLR
1252,ГДР Лента,BBG000QQPXZ5,LNTA
1253,Owens-Illinois,BBG000CNWNL6,OI
1254,ICICI Bank,BBG000DRM643,IBN
1255,2U Inc,BBG001KS9450,TWOU
1256,CarMax,BBG000BLMZK6,KMX
1257,Owens Corning,BBG000M44VW8,OC
1258,Itron Inc,BBG000BD2167,ITRI
1259,Wolverine World Wide Inc,BBG000BX2YN2,WWW
1260,РКК Энергия им.С.П.Королева,BBG000LWNRP3,RKKE
1261,Equitrans Midstream Corporation,BBG00K53L394,ETRN
1262,AutoNation,BBG000BBXLW4,AN
1263,ИНГРАД,BBG000RJXRQ4,OPIN
1264,Helmerich & Payne,BBG000BLCPY4,HP
1265,Garmin,BBG000C4LN67,GRMN
1266,NortonLifeLock Inc,BBG000BH2JM1,NLOK
1267,Tractor Supply,BBG000BLXZN1,TSCO
1268,Forrester Research Inc,BBG000HGNYG8,FORR
1269,Arrow Electronics Inc,BBG000BCD3D5,ARW
1270,Fortinet Inc,BBG000BCMBG4,FTNT
1271,IAC InterActiveCorp,BBG000BKQG80,IAC__old
1272,АЛРОСА,BBG004S68B31,ALRS
1273,ConocoPhillips,BBG000BQQH30,COP
1274,Cognex Corp,BBG000BPBVW5,CGNX
1275,Fortune Brands Home & Security,BBG001B4BV87,FBHS
1276,AMD,BBG000BBQCY0,AMD
1277,UniFirst Corp MA,BBG000BW29L1,UNF
1278,Big Lots Inc,BBG000J0D904,BIG
1279,NRG Energy,BBG000D8RG11,NRG
1280,Мечел,BBG004S68598,MTLR
1281,VeriSign,BBG000BGKHZ3,VRSN
1282,PerkinElmer,BBG000FXW512,PKI
1283,Axsome Therapeutics Inc,BBG00B6G7GL7,AXSM
1284,News Corp (A),BBG0035LY913,NWSA
1285,Jefferies Financial Group,BBG000BNHSP9,JEF
1286,Motorola Solutions,BBG000BP8Z50,MSI
1287,Wolfspeed,BBG000BG14P4,WOLF
1288,Equinix REIT,BBG000MBDGM6,EQIX
1289,Quanta Services,BBG000BBL8V7,PWR
1290,Match Group Inc,BBG00B6WH9G3,MTCH
1291,Детский Мир,BBG000BN56Q9,DSKY
1292,Macerich REIT,BBG000BL9C59,MAC
1293,Marsh & McLennan,BBG000BP4MH0,MMC
1294,Ашинский метзавод,BBG000RJWGC4,AMEZ
1295,Devon Energy,BBG000BBVJZ8,DVN
1296,Cypress Semiconductor Corp,BBG000BXNJ07,CY
1297,Квадра,BBG000F6H7K3,TGKD
1298,Cardinal Health,BBG000D898T9,CAH
1299,Surmodics Inc,BBG000BZ2QG2,SRDX
1300,FRP Holdings Inc,BBG000HCVWW4,FRPH
1301,Dover,BBG000BHB3M6,DOV
1302,Newell Brands,BBG000BQC9V2,NWL
1303,L3 Technologies,BBG000BMDZF0,LLL
1304,EQT Corporation,BBG000BHZ5J9,EQT
1305,Кузбасская топливная компания,BBG000QW1WH0,KBTK
1306,3M Company,BBG000BP52R2,MMM
1307,Everest Re Group,BBG000C1XVK6,RE
1308,QAD Inc,BBG001BP77C3,QADA
1309,Advance Auto Parts,BBG000F7RCJ1,AAP
1310,Sealed Air,BBG000C22QV7,SEE
1311,Installed Building Products,BBG005TJKDZ6,IBP
1312,Alphabet Class A,BBG009S39JX6,GOOGL
1313,Colgate-Palmolive,BBG000BFQYY3,CL
1314,General Dynamics,BBG000BK67C7,GD
1315,НОВАТЭК,BBG00475KKY8,NVTK
1316,Red Robin Gourmet Burgers Inc,BBG000MXH9C1,RRGB
1317,Philip Morris,BBG000J2XL74,PM
1318,Republic Services,BBG000BPXVJ6,RSG
1319,Carter's Inc,BBG000CTM4J9,CRI
1320,IQVIA Holdings Inc,BBG00333FYS2,IQV
1321,American Airlines Group,BBG005P7Q881,AAL
1322,Mobile Mini Inc,BBG000BGTX98,MINI
1323,Principal Financial Group,BBG000NSCNT7,PFG
1324,PetIQ Inc,BBG00H1CY328,PETQ
1325,Markel Corp,BBG000FC7366,MKL
1326,Melco Resorts & Entertainment,BBG000BHP8J4,MLCO
1327,ЧТПЗ,BBG000Q49F45,CHEP
1328,COCA-COLA,BBG000BMX289,KO
1329,МРСК Волги,BBG000PKWCQ7,MRKV
1330,Bath & Body Works,BBG000BNGTQ7,BBWI
1331,Adtalem Global Education Inc,BBG000DQBZJ7,ATGE
1332,Brown-Forman,BBG000BD2NY8,BF.B
1333,AdvanSix Inc,BBG00CWTTQ41,ASIX
1334,Trimble Inc,BBG000BNPS52,TRMB
1335,HP,BBG000KHWT55,HPQ
1336,Benefytt Technologies,BBG003QRSQD3,BFYT
1337,Williams-Sonoma Inc,BBG000FSMWC3,WSM
1338,TripAdvisor,BBG001M8HHB7,TRIP
1339,Envision Healthcare Corporation,BBG00D3CHRC0,EVHC
1340,ПРОТЕК,BBG000TZGXK8,PRTK
1341,Beacon Roofing Supply Inc,BBG000BKTXF2,BECN
1342,Southwest Airlines,BBG000BNJHS8,LUV
1343,BioTelemetry Inc,BBG000R3RKT8,BEAT
1344,HubSpot Inc,BBG000N7MZ06,HUBS
1345,State Street,BBG000BKFBD7,STT
1346,Kraft Heinz,BBG005CPNTQ2,KHC
1347,Avalara Inc,BBG000R4Y9C1,AVLR
1348,Inter Parfums Inc,BBG000GCSWR5,IPAR
1349,Pluralsight Inc,BBG00KMYC574,PS
1350,DocuSign Inc,BBG000N7KJX8,DOCU
1351,Chipotle Mexican Grill,BBG000QX74T1,CMG
1352,Sarepta Therapeutics Inc,BBG000BCJ161,SRPT
1353,Rayonier REIT,BBG000BG7L34,RYN
1354,Silicon Laboratories Inc,BBG000BB99S3,SLAB
1355,ModivCare Inc.,BBG000P1B7C8,MODV
1356,Lockheed Martin,BBG000C1BW00,LMT
1357,General Motors,BBG000NDYB67,GM
1358,Emerson Electric,BBG000BHX7N2,EMR
1359,Honeywell,BBG000H556T9,HON
1360,ЧелябЭС ао,BBG000HD4S15,CLSB
1361,Bed Bath & Beyond,BBG000CSY9H9,BBBY
1362,Shire,BBG000CCW058,SHPG
1363,Watsco Inc,BBG000DJN7L9,WSO
1364,HD Supply Holdings Inc,BBG0033377Y3,HDS
1365,Stericycle,BBG000H3FZM6,SRCL
1366,WESCO International Inc,BBG000D0FNV3,WCC
1367,Extra Space Storage REIT,BBG000PV27K3,EXR
1368,Tenable Holdings Inc,BBG00LBLCD02,TENB
1369,Phillips 66,BBG00286S4N9,PSX
1370,TotalEnergies SE,BBG000CHZ857,TTE
1371,Welltower REIT,BBG000BKY1G5,WELL
1372,AMN Healthcare Services Inc,BBG000BCT197,AMN
1373,Shutterstock Inc,BBG002ZCK2V9,SSTK
1374,Twenty-First Century Fox (A),BBG00JHNJW99,FOXA
1375,Frontier Communications,BBG000FH5YM1,FTR
1376,Incyte,BBG000BNPSQ9,INCY
1377,LendingTree Inc,BBG000TVRB50,TREE
1378,Johnson Controls,BBG000BVWLJ6,JCI
1379,Genesco Inc,BBG000BK5S78,GCO
1380,Celanese Corp,BBG000JYP7L8,CE
1381,Atkore International Group Inc,BBG000QTFDQ4,ATKR
1382,Сбер Банк - привилегированные акции,BBG0047315Y7,SBERP
1383,Newmont Goldcorp Corporation,BBG000BPWXK1,NEM
1384,Planet FItness Inc,BBG009H04M17,PLNT
1385,Cigna,BBG00KXRCDP0,CI
1386,Charter Communications,BBG000VPGNR2,CHTR
1387,RBC Bearings Inc,BBG000GMGNB3,ROLL
1388,Qualys Inc,BBG000HT5G06,QLYS
1389,Huron Consulting Group Inc,BBG000PV2M48,HURN
1390,Workday Inc,BBG000VC0T95,WDAY
1391,Ball Corporation,BBG000BDDNH5,BLL
1392,TransUnion,BBG002Q7J5Z1,TRU
1393,Shockwave Medical Inc,BBG005XVXML5,SWAV
1394,Lear Corp,BBG000PTLGZ1,LEA
1395,Comerica Incorporated,BBG000C75N77,CMA
1396,Cummins,BBG000BGPTV6,CMI
1397,Plexus Corp,BBG000BRBX66,PLXS
1398,Astronics Corp,BBG000BCLBY5,ATRO
1399,Intercontinental Exchange,BBG000C1FB75,ICE
1400,Baozun Inc,BBG008HNS333,BZUN
1401,Vishay Precision Group Inc,BBG000PRQ0V9,VPG
1402,Nektar Therapeutics,BBG000BHCYJ1,NKTR
1403,Lululemon Athletica Inc,BBG000R8ZVD1,LULU
1404,Zebra Technologies Corp,BBG000CC7LQ7,ZBRA
1405,Cargurus Inc,BBG00HQ77DS2,CARG
1406,Genesee & Wyoming Inc,BBG000GMDMK8,GWR
1407,Coty,BBG000F395V1,COTY
1408,Mosaic,BBG000BFXHL6,MOS
1409,American Tower REIT,BBG000B9XYV2,AMT
1410,ТГК-2 - акции привилегированные,BBG000Q7GJ60,TGKBP
1411,WABCO Holdings Inc,BBG000BB6MM3,WBC
1412,Kinder Morgan,BBG0019JZ882,KMI
1413,Nucor,BBG000BQ8KV2,NUE
1414,AGCO Corp,BBG000DCCZW2,AGCO
1415,Marathon Oil,BBG000C8H633,MRO
1416,Tri Pointe Homes, Inc.,BBG0016YQTR5,TPH
1417,Skyworks Solutions,BBG000KLB4Q1,SWKS
1418,Avery Dennison,BBG000BCQ4P6,AVY
1419,Наука-Связь,BBG002BCQK67,NSVZ
1420,Varian Medical Systems,BBG000BWBZN1,VAR
1421,Галс-Девелопмент,BBG000GVC474,HALS
1422,Movado Group Inc,BBG000BL30Y9,MOV
1423,General Electric Company,BBG000BK6MB5,GE
1424,Genomic Health Inc,BBG000BMCC26,GHDX
1425,SEI Investments Company,BBG000BSQLT9,SEIC
1426,LHC Group Inc,BBG000G7W420,LHCG
1427,America's Car-Mart Inc TX,BBG000CM6L31,CRMT
1428,National Beverage Corp,BBG000BF8CB6,FIZZ
1429,NVR Inc,BBG000BQBYR3,NVR
1430,ДЭК,BBG000V07CB8,DVEC
1431,Ingevity Corp,BBG009LM28K6,NGVT
1432,Fiserv,BBG000BJKPG0,FISV
1433,Cirrus Logic Inc,BBG000C1DHF5,CRUS
1434,Alcoa Corporation,BBG00B3T3HD3,AA
1435,Broadcom,BBG00KHY5S69,AVGO
1436,Lennox International Inc,BBG000BB5B84,LII
1437,Intel Corporation,BBG000C0G1D1,INTC
1438,Fastenal Company,BBG000BJ8YN7,FAST
1439,Discovery Communications (B),BBG000F7L5N7,DISCB
1440,Русгрэйн,BBG0014PFYM2,RUGR
1441,Нижнекамскнефтехим - акции привилегированные,BBG000GQSVC2,NKNCP
1442,Qorvo,BBG007TJF1N7,QRVO
1443,Газпром нефть,BBG004S684M6,SIBN
1444,Avanos Medical Inc,BBG005L86G05,AVNS
1445,Copart Inc,BBG000BM9RH1,CPRT
1446,Snap-on,BBG000BT7JW9,SNA
1447,Hain Celestial Group Inc,BBG000BQW085,HAIN
1448,Evolent Health Inc,BBG005CHLM96,EVH
1449,FactSet Research Systems Inc,BBG000BDJL83,FDS
1450,Packaging Corp of America,BBG000BB8SW7,PKG
1451,Texas Capital Bancshares Inc,BBG000DN4ZT1,TCBI
1452,Brink's Co,BBG000DR5QP5,BCO
1453,Pegasystems Inc,BBG000H1RYG7,PEGA
1454,NETGEAR Inc,BBG000C4GBR6,NTGR
1455,MerIt Medical Systems Inc,BBG000C42VX0,MMSI
1456,IHS Markit,BBG006G063F9,INFO
1457,Ameren,BBG000B9X8C0,AEE
1458,Lennar,BBG000BN5HF7,LEN
1459,Insight Enterprises Inc,BBG000DY3K39,NSIT
1460,Fortive,BBG00BLVZ228,FTV
1461,China Telecom,BBG000PCNQN7,CHA
1462,Cal-Maine Foods Inc,BBG000CDMJW6,CALM
1463,Meritage Homes Corp,BBG000F4F1N0,MTH
1464,Anixter International Inc,BBG000DPW6P3,AXE
1465,Papa John's International Inc,BBG000BFWF13,PZZA
1466,Textron,BBG000BVVQQ8,TXT
1467,Roper Technologies,BBG000F1ZSN5,ROP
1468,Raymond James Financial,BBG000BS73J1,RJF
1469,Российские сети - акции привилегированные,BBG000KTF667,RSTIP
1470,Mattel,BBG000BNNYW1,MAT
1471,Truist Financial Corporation,BBG000BYYLS8,TFC
1472,Netflix,BBG000CL9VN6,NFLX
1473,Ленэнерго - акции привилегированные,BBG000NLCCM3,LSNGP
1474,Becton, Dickinson and Company,BBG000BCZYD3,BDX
1475,Allison Transmission Holdings,BBG001KY3845,ALSN
1476,Baker Hughes,BBG00GBVBK51,BKR
1477,CommVault Systems Inc,BBG000BG88X9,CVLT
1478,Performance Food Group Co,BBG009XW2WB8,PFGC
1479,XPO Logistics Inc,BBG000L5CJF3,XPO
1480,Medtronic,BBG000BNWG87,MDT
1481,TAL Education Group,BBG0016XJ8S0,TAL
1482,The Charles Schwab Corporation,BBG000BSLZY7,SCHW
1483,Occidental Petroleum,BBG000BQQ2S6,OXY
1484,Saia Inc,BBG000P5LMQ0,SAIA
1485,Greenbrier Cos Inc,BBG000CF5097,GBX
1486,Bruker Corp,BBG000CL1FG7,BRKR
1487,Central Garden & Pet Co,BBG000KTYB56,CENTA
1488,Vale SA,BBG000BN5LG7,VALE
1489,Marriott International,BBG000BGD7W6,MAR
1490,Tyson Foods,BBG000DKCC19,TSN
1491,E*TRADE Financial Corporation,BBG000N746D6,ETFC
1492,NextEra Energy,BBG000BJSBJ0,NEE
1493,Range Resources,BBG000FVXD63,RRC
1494,Магнитогорский металлургический комбинат,BBG004S68507,MAGN
1495,RingCentral Inc,BBG000J094P3,RNG
1496,Kaiser Aluminum Corp,BBG000PKZDX4,KALU
1497,PBF Energy Inc,BBG002832GV8,PBF
1498,PTC Inc,BBG000C2VBB0,PTC
